"occurrenceID"	"basisOfRecord"	"institutionCode"	"collectionCode"	"catalogNumber"	"voucherNONDWC"	"tipoNONDWC"	"language"	"institutionID"	"collectionID"	"ID.del.conjunto.de.datos.NONDWC"	"Nombre.del.conjunto.de.datos.NONDWC"	"Comentarios.del.registro.biologico.NONDWC"	"Numero.de.registro.NONDWC"	"recordedBy"	"individualCount"	"sex"	"lifeStage"	"preparations"	"otherCatalogNumbers"	"samplingProtocol"	"eventDate"	"Hora.del.evento.NONDWC"	"verbatimEventDate"	"Habitat.NONDWC"	"Numero.de.campo.NONDWC"	"Comentarios.del.evento.NONDWC"	"ID.de.la.ubicacion.NONDWC"	"higherGeography"	"Continente.NONDWC"	"Cuerpo.de.agua.NONDWC"	"country"	"countryCode"	"Subcuenca.NONDWC"	"stateProvince"	"county"	"Centro.poblado...NONDWC"	"locality"	"verbatimLocality"	"verbatimElevation"	"Elevacion.Minima.NONDWC"	"Elevacion.Maxima.NONDWC"	"Profundidad.original.NONDWC"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"SRS.original.NONDWC"	"decimalLatitude"	"decimalLongitude"	"Datum.NONDWC"	"Incertidumbre.coordenadas.NONDWC"	"Identificado.por.NONDWC"	"Fecha.georreferenciacion.NONDWC"	"Protocolo.de.georreferenciacion.NONDWC"	"Fuentes.de.georreferenciacion.NONDWC"	"Comentarios.georreferenciacion.NONDWC"	"Error.georreferenciacion.NONDWC"	"identifiedBy"	"dateIdentified"	"identificationQualifier"	"Nombre.original.NONDWC"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"specificEpithet"	"scientificName"	"scientificNameAuthorship"	"taxonRank"	"Categoria.original.del.taxon.NONDWC"	"taxonomicStatus"	"validForOrinoco"	"threatRank"	"endemic"	"ODC"	"migratory"	"eventDateMonthYear"
"PUJ:MPUJ:007602"	"Especímen preservado"	"PUJ"	"MPUJ"	7602	"MPUJ7602"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Eigenmannia virescens (Valenciennes 1842)"	"Animalia"	"Chordata"	"Actinopterygii"	"Gymnotiformes"	"Sternopygidae"	"Eigenmannia"	"virescens"	"Eigenmannia sp."	"\"(Valenciennes, 1836)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007603"	"Especímen preservado"	"PUJ"	"MPUJ"	7603	"MPUJ7603"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Astyanax integer Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"integer"	"Astyanax integer"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007605"	"Especímen preservado"	"PUJ"	"MPUJ"	7605	"MPUJ7605"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Trichomycterus knerii Steindachner 1882"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"migrans"	"Trichomycterus migrans"	"(Dahl 1960)"	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007607"	"Especímen preservado"	"PUJ"	"MPUJ"	7607	"MPUJ7607"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla; Carlos DoNascimiento"	NA	NA	"Cetopsorhamdia orinoco Schultz 1944"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Heptapteridae"	"Cetopsorhamdia"	"orinoco"	"Cetopsorhamdia orinoco"	"\"Schultz, 1944\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007608"	"Especímen preservado"	"PUJ"	"MPUJ"	7608	"MPUJ7608"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Odontostilbe pulchra (Gill 1858)"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Odontostilbe"	"pulchra"	"Odontostilbe pulchra"	"\"(Gill, 1858)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007610"	"Especímen preservado"	"PUJ"	"MPUJ"	7610	"MPUJ7610"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	7	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hemibrycon metae Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemibrycon"	"metae"	"Hemibrycon metae"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	NA	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007611"	"Especímen preservado"	"PUJ"	"MPUJ"	7611	"MPUJ7611"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Aphyocharax alburnus (Günther 1869)"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Aphyocharax"	"alburnus"	"Aphyocharax alburnus"	"\"(Günther, 1869)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007612"	"Especímen preservado"	"PUJ"	"MPUJ"	7612	"MPUJ7612"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	13	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla; Gustavo Ballen"	NA	NA	"Chaetostoma dorsale Eigenmann 1922"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"loricariidae"	"Chaetostoma"	"dorsale"	"Chaetostoma dorsale"	"\"Eigenmann, 1922\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007614"	"Especímen preservado"	"PUJ"	"MPUJ"	7614	"MPUJ7614"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Apteronotus albifrons (Linnaeus 1766)"	"Animalia"	"Chordata"	"Actinopterygii"	"Gymnotiformes"	"Apteronotidae"	"Apteronotus"	"albifrons"	"Apteronotus albifrons"	"(Linnaeus 1766)"	"Especie"	NA	"Aceptado"	NA	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007615"	"Especímen preservado"	"PUJ"	"MPUJ"	7615	"MPUJ7615"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	24	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/12/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	259	NA	NA	NA	NA	NA	NA	NA	NA	4.927667	-72.67525	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/12/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"\"Apteronotus galvisi de Santana, Maldonado-Ocampo y Crampton 2007\""	"Animalia"	"Chordata"	"Actinopterygii"	"Gymnotiformes"	"Apteronotidae"	"Apteronotus"	"galvisi"	"Apteronotus galvisi"	"\"de Santana, Maldonado-Ocampo & Crampton, 2007\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007616"	"Especímen preservado"	"PUJ"	"MPUJ"	7616	"MPUJ7616"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	12	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Astyanax metae Eigenmann 1914"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"metae"	"Astyanax metae"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007617"	"Especímen preservado"	"PUJ"	"MPUJ"	7617	"MPUJ7617"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	9	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Farlowella vittata Myers 1942"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"loricariidae"	"Farlowella"	"vittata"	"Farlowella vittata"	"\"Myers, 1942\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007618"	"Especímen preservado"	"PUJ"	"MPUJ"	7618	"MPUJ7618"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Ancistrus triradiatus Eigenmann 1918"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"loricariidae"	"Ancistrus"	"triradiatus"	"Ancistrus triradiatus"	"\"Eigenmann, 1918\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007620"	"Especímen preservado"	"PUJ"	"MPUJ"	7620	"MPUJ7620"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hemigrammus barrigonae Eigenmann y Henn 1914"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemigrammus"	"barrigonae"	"Hemigrammus barrigonae"	"\"Eigenmann & Henn, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007621"	"Especímen preservado"	"PUJ"	"MPUJ"	7621	"MPUJ7621"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Parodon apolinari Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Parodontidae"	"Parodon"	"apolinari"	"Parodon apolinari"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	NA	"No"	"Si"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007622"	"Especímen preservado"	"PUJ"	"MPUJ"	7622	"MPUJ7622"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Crenicichla saxatilis (Linnaeus 1758)"	"Animalia"	"Chordata"	"Actinopterygii"	"Cichliformes"	"Cichlidae"	"Crenicichla"	"saxatilis"	"Crenicichla saxatilis"	"\"(Linnaeus, 1758)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007625"	"Especímen preservado"	"PUJ"	"MPUJ"	7625	"MPUJ7625"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Astyanax integer Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"integer"	"Astyanax integer"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007626"	"Especímen preservado"	"PUJ"	"MPUJ"	7626	"MPUJ7626"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	31	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla; Donald Taphorn"	NA	NA	"Bryconamericus cismontanus Eigenmann 1914"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007627"	"Especímen preservado"	"PUJ"	"MPUJ"	7627	"MPUJ7627"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	5	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hemibrycon metae Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemibrycon"	"metae"	"Hemibrycon metae"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	NA	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007628"	"Especímen preservado"	"PUJ"	"MPUJ"	7628	"MPUJ7628"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	484	NA	NA	NA	NA	NA	NA	NA	NA	5.046111	-72.786944	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Creagrutus bolivari Schultz 1944"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Creagrutus"	"bolivari"	"Creagrutus bolivari"	"\"Schultz, 1944\""	"Especie"	NA	"Aceptado"	"No"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007629"	"Especímen preservado"	"PUJ"	"MPUJ"	7629	"MPUJ7629"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	488	NA	NA	NA	NA	NA	NA	NA	NA	5.045528	-72.788333	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Parodon apolinari Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Parodontidae"	"Parodon"	"apolinari"	"Parodon apolinari"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	NA	"No"	"Si"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007630"	"Especímen preservado"	"PUJ"	"MPUJ"	7630	"MPUJ7630"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	4	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	488	NA	NA	NA	NA	NA	NA	NA	NA	5.045528	-72.788333	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Astyanax integer Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"integer"	"Astyanax integer"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007631"	"Especímen preservado"	"PUJ"	"MPUJ"	7631	"MPUJ7631"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	488	NA	NA	NA	NA	NA	NA	NA	NA	5.045528	-72.788333	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Astyanax metae Eigenmann 1914"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"metae"	"Astyanax metae"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007632"	"Especímen preservado"	"PUJ"	"MPUJ"	7632	"MPUJ7632"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	30	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	488	NA	NA	NA	NA	NA	NA	NA	NA	5.045528	-72.788333	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
